P.Corp (+4zi -4zi +Heddi +Finish)	Tsanas	https://www.geoguessr.com/user/601331f5c83541000183daf0	fxbt	https://www.geoguessr.com/user/5ec95ea11cb72533e0121701	Oxidya	https://www.geoguessr.com/user/5f184cc635060700015c7835	Jenniliaa	https://www.geoguessr.com/user/6335ea53a41a5da9961f0c48	Perrotgeoffrey	https://www.geoguessr.com/user/65073eab03339c4eb68a0d72	Grahix	https://www.geoguessr.com/user/5eea7f576a7c6a4edc0dffa7	Heddicmi	https://www.geoguessr.com/user/5f0ec4eb1b72c828746e35f4	Skrad	https://www.geoguessr.com/user/5d7a9e35ea473f67f852ce7a
6 Mois d'Affinage	Haff	https://www.geoguessr.com/user/60a958f22f6ab4000148d7e9	JeanBé	https://www.geoguessr.com/user/63568ce51f363c13469a9719	LeLactaire	https://www.geoguessr.com/user/667c0f87887867bdf255291e	gastonia77	https://www.geoguessr.com/user/59a92e2317631e74145cbeff	Hormost	https://www.geoguessr.com/user/5ee879a003f80c500c7d16cf	Minidj0	https://www.geoguessr.com/user/5fb029cca07ff60001fe74a9	loco motive	https://www.geoguessr.com/user/646828ce6326885150b5a51a		
Ronnie Poo	Gorka1311	https://www.geoguessr.com/user/5a4e3f8057f1750a400a8050	Szalek	https://www.geoguessr.com/user/5c44872c98004ebb38580ff7	tarcsa	https://www.geoguessr.com/user/60035ba331b2eb0001268660	slayt	https://www.geoguessr.com/user/60cf9ebe3e30850001f411ae	sadziu	https://www.geoguessr.com/user/5c61c05b3d925ba81408c135	nemiski	https://www.geoguessr.com/user/62a8f23b823342476c009f9a	Castroller	https://www.geoguessr.com/user/5c04ec3b43196563803ba61f	swangambit	https://www.geoguessr.com/user/5f7ddfaa5e57b3000189a24e
Kompass	LeRemiii	https://www.geoguessr.com/user/5eecd36d62df1243a0cecb21	Evandar	https://www.geoguessr.com/user/5bebedaab5b94b1f18f74984	Leks	https://www.geoguessr.com/user/5f1f4c19d8aaaa0001ae5ed3	Pépin	https://www.geoguessr.com/user/586bc78a0eac72a13c2d449a	Lulucasse	https://www.geoguessr.com/user/5b42aaadf65f8d3f044c517d	Shadounet	https://www.geoguessr.com/user/5e2629ec22bbda7ec0ac3612				
Paraná Pinpointers	Paultre	https://www.geoguessr.com/user/5ead4115d502e169c4b26ff6	rafa_31	https://www.geoguessr.com/user/5f2f13cef9d058000138adaf	Maxøuuu	https://www.geoguessr.com/user/5e96e2d4d502e1540cbc5774	Alphy	https://www.geoguessr.com/user/5e9764acd502e1472c1b694d	Ju	https://www.geoguessr.com/user/5f118f9196eaa85390c6cd1a						
Mercator	Orpheus	https://www.geoguessr.com/user/5d4f39f41d34a0315c27c104	Bastel	https://www.geoguessr.com/user/57b4d8cb750837606cdd7602	boulgour	https://www.geoguessr.com/user/5b4d54f6f1dad60dd82b7c8a	BZH	https://www.geoguessr.com/user/5d91e75b1d19ab650c37bd19	Goopta	https://www.geoguessr.com/user/57d07212cf35d20214927516	Tantei	https://www.geoguessr.com/user/5aafc1516d08340f705e1902				
Les Cooks Émissphères	Biquette	https://www.geoguessr.com/user/5b2b90dfaf2b2a3cd8a2758c	GabrielGeoo	https://www.geoguessr.com/user/63e223415109acb72e8c3318	Kratsooo	https://www.geoguessr.com/user/59a99a3343a14357704a97a0	Flyme	https://www.geoguessr.com/user/603fff793e7bfc000156e274	Salex	https://www.geoguessr.com/user/5ed51eab282ad28b94ff9efc	L'Heureux Traité	https://www.geoguessr.com/user/5f4bbee0aeacfa000150de3b				
Les Ghanar's Boiteux	LeGrosMort	https://www.geoguessr.com/user/608c27d2b63901000162f188	Silas	https://www.geoguessr.com/user/601d17eedcaef00001d820c5	Charlix	https://www.geoguessr.com/user/5f0b2a021093d149f4d9b767	Bouffoo	https://www.geoguessr.com/user/61f7dba50a5c1e000188fce0	Aina	https://www.geoguessr.com/user/5eb554e497d6cf50ecd35565	Brigge	https://www.geoguessr.com/user/5ed13aaabb39467ce83fe238	Scalpeur	https://www.geoguessr.com/user/5fc7c599111cc300015140bd	Touriste	https://www.geoguessr.com/user/5e7275d9d51dd66234001cf8
Kentucky Fried Sixguess	Ackseeds	https://www.geoguessr.com/user/578cd25a873337939053eef8	Nils	https://www.geoguessr.com/user/5dded20d13777ca6b891ecd2	Pierre	https://www.geoguessr.com/user/5c6840eafa7cd6698082add1	Ripailloux	https://www.geoguessr.com/user/5f05fde774184e2f78733b0b	Watson	https://www.geoguessr.com/user/5dc858f9dd1dd64c94090f6c	Elori	https://www.geoguessr.com/user/57d698c209f2ef93b8572689				
CD Goons	chumley	https://www.geoguessr.com/user/5de542f344d2a43cfccfda22	gelotris	https://www.geoguessr.com/user/5ff0e2a8a2ebcc0001cbdc17	Daiiono	https://www.geoguessr.com/user/5fe17b0ef3881a000180878c	matepotato	https://www.geoguessr.com/user/5fc4c940cfea930001657d86	Steve	https://www.geoguessr.com/user/5c936d6ce92b0c49e4020934	jamabi	https://www.geoguessr.com/user/5e5fcc1326bbda5284e824cf	ribeirete	https://www.geoguessr.com/user/6058ed09d0aad50001959dd0	Barry	https://www.geoguessr.com/user/5d46b0bb3b4b6a4968620f7b
Team of Buds	bananoky	https://www.geoguessr.com/user/63052dc9295af5437f552c26	blitve	https://www.geoguessr.com/user/62a7a46a3174b11ff051efa5	jason543	https://www.geoguessr.com/user/60254c17b8832e000134884b	jogilochi	https://www.geoguessr.com/user/5c7d7ea7155490af38fad7c6	morica	https://www.geoguessr.com/user/602c2727cf4011000175b4ee	simongoose	https://www.geoguessr.com/user/5f0e3fae12143447c4849ae8	vishtheworld	https://www.geoguessr.com/user/60c5dcc9dcd637000191fd5d		
Vite Fait	Elow	https://www.geoguessr.com/user/6058a2a5b701360001c3ad18	Gunhter	https://www.geoguessr.com/user/57a727821837da27c8991e33	Hugo SG	https://www.geoguessr.com/user/57cc4ff9750837fd3c78eb7f	Timéal	https://www.geoguessr.com/user/6039f559d3dc740001d888cc	Flamby	https://www.geoguessr.com/user/5e7faac03d4b6a4b2866e34c	Gaël	https://www.geoguessr.com/user/5e72affa3d4b6a2b44400df4	Globuleux	https://www.geoguessr.com/user/61c301e7dc7f500001dea6ae	Squall	https://www.geoguessr.com/user/5f3532a27a36850001ee4ea4
Thai Rock Readers	Rohan	https://www.geoguessr.com/user/55886976b6a07066e4f4336e	Finbarr	https://www.geoguessr.com/user/5c03eed1b5b94ba700403005	Consus	https://www.geoguessr.com/user/55abc223ffb93d3658e4b76c	miptdementor	https://www.geoguessr.com/user/607cb59c25a52a0001e33141	Harmless	https://www.geoguessr.com/user/600b1c06de99f700014330f6	Radu C	https://www.geoguessr.com/user/57d301d409f2efcce834fc94				
Lituanica	Fallingforyouu	https://www.geoguessr.com/user/619bd021e8e9c600011e53e9	Fluhhe	https://www.geoguessr.com/user/5e4ed4d226bbda38442c61aa	Kubyzdelis	https://www.geoguessr.com/user/60fb3becbccfc70001ec6df4	LayBay	https://www.geoguessr.com/user/5f29802d3ae4f70001339734	Llamalas	https://www.geoguessr.com/user/5d3861691d34a0315c242f4c	Kovaldas	https://www.geoguessr.com/user/6026498736ff8a0001f63940	QTUB_LTU	https://www.geoguessr.com/user/61bb710093ca2b0001ece64d		
Very Far Ouest	Antoine Pilote	https://www.geoguessr.com/user/5b7e7b8c1ee010718865b76b	Ce-Kateur	https://www.geoguessr.com/user/5dc73fe5d0d2a44b746079ea	ShovelKicker	https://www.geoguessr.com/user/5ed4cd14282ad28b94ff8472	Fann	https://www.geoguessr.com/user/61c225803a44c50001453a49	Rebbia	https://www.geoguessr.com/user/5dad59d5dd1dd67e286fdd09						
Le Gratin Cairote	Lutincompris	https://www.geoguessr.com/user/60857bef055bac0001a3c56e	Tedz	https://www.geoguessr.com/user/5ed56df293122b841c1a4ce6	Aestin	https://www.geoguessr.com/user/5d8915a0ee473f18bc854331	GeoClem	https://www.geoguessr.com/user/57b61cfe75083776945f42ce	4zi77	https://www.geoguessr.com/user/57839421344dc34398cac2e0	NicoGNS	https://www.geoguessr.com/user/5e57c98326bbdac5c8454b25				
Gemapfruken	Canthar	https://www.geoguessr.com/user/60088d01cf047b0001740d08	grizbard	https://www.geoguessr.com/user/5e8a36383d4b6a587c783801	Warum	https://www.geoguessr.com/user/567f075ade4f42582416ba6a	alia	https://www.geoguessr.com/user/606b498b36e95b0001632939	TangOr	https://www.geoguessr.com/user/6310eda2c45d1114c301f1b3	AnkouMako	https://www.geoguessr.com/user/5e91f233373075683494e067	GeoJoe_UK	https://www.geoguessr.com/user/5c431fd498004ebb3857ee52	Clamao	https://www.geoguessr.com/user/634da9ebf94bd6fe56a321bb
Les Émeutiers	Meldely	https://www.geoguessr.com/user/5f491552aeacfa00015084fb	Castanex	https://www.geoguessr.com/user/5a99ae6def196fada0def103	Tesla	https://www.geoguessr.com/user/5d559fddb4ec17283486543c	Kikin0m	https://www.geoguessr.com/user/5ad8f992582de2514cbad364	Justine	https://www.geoguessr.com/user/603fd15e5128a80001e0c512	ChromaBLC	https://www.geoguessr.com/user/5ec5459f6d48d53580657aa2	Beubaz	https://www.geoguessr.com/user/5e88ec9f3d4b6a461c3db9f7		
Ready Togo	Kash	https://www.geoguessr.com/user/5f3b264d9a7acd0001a8b17f	Boucherreb	https://www.geoguessr.com/user/5e22425227ec173f881820b5	Nicky Pryde	https://www.geoguessr.com/user/5ba41a012c0173520853668b	Bueno	https://www.geoguessr.com/user/5eb855a6eb473f333871a176	Elem	https://www.geoguessr.com/user/63541f273c0dd69d5307ce6d	Vulcairn	https://www.geoguessr.com/user/5b43f96e7a2b425ef47c01f7	Firma	https://www.geoguessr.com/user/5ff879f9ce04930001f6ee64	Arnonono	https://www.geoguessr.com/user/5f283a199a6d6e0001a7ee15
Hoge Veluwe Meeting	Rrick378	https://www.geoguessr.com/user/5ea70e21d502e15300b87dc7	Ralius	https://www.geoguessr.com/user/59f2e54b9a0834a8a01f7877	Joeri	https://www.geoguessr.com/user/603d2d8e0b13630001e1fc2b	JoeySpeeltGames	https://www.geoguessr.com/user/6272d88be46a0017a063634a	Trekk	https://www.geoguessr.com/user/5ea8165fd502e14cf8e55e04	Wouter28	https://www.geoguessr.com/user/5b65ebd67135fa0e48b45a4a	Yaron	https://www.geoguessr.com/user/5ab4be061e1f02697026cdb6		
Tra la mondo	Reĝa Ardeo	https://www.geoguessr.com/user/59495e3c9a4f70a73c28478c	Kuristo	https://www.geoguessr.com/user/58aecb008b9ff461384b1533	Sekari	https://www.geoguessr.com/user/57828c704409600b7c59e7a0	Comte Bilou	https://www.geoguessr.com/user/56eb25f0dc7cd6ede08725cc	ododlig	https://www.geoguessr.com/user/5e6f8aeb3d4b6a45c0dcff46	Sissande	https://www.geoguessr.com/user/578413bd18aa6a23f8ce7bfa	eddy_ol26	https://www.geoguessr.com/user/57c33cef09f2ef248010936b	La Gèj	https://www.geoguessr.com/user/5a85b436afad0f212025ea0a
Les Bourlingueurs	PastèqueHachée	https://www.geoguessr.com/user/5b47c0fcb56fe41a1831a5c6	Armire	https://www.geoguessr.com/user/579e7c0d96ca677b840d1210	Syrio	https://www.geoguessr.com/user/5e1a1e8ddfc005491caae673	Navet	https://www.geoguessr.com/user/5c7b049df8f7fb517407bea6	MeddyMitchell	https://www.geoguessr.com/user/5ef309461a82df2014368920	Ulysse	https://www.geoguessr.com/user/58618202f45b68e89c586d61	Roguie	https://www.geoguessr.com/user/5e8a46fa37307537fc07f5bd		
L'Excel Lente Team	Pyrox	https://www.geoguessr.com/user/5e3046506ea51085583e9cb6	Titou	https://www.geoguessr.com/user/5f63dbbebcfad700014267a0	Mizhu_47	https://www.geoguessr.com/user/5bc7188f1f3cf81af80c9379	SIMGK	https://www.geoguessr.com/user/5ed11a2b282ad28b94fe9b42	Todjinou	https://www.geoguessr.com/user/60674f56a95f2c00017fa2fc	Achtaka	https://www.geoguessr.com/user/5b1d333efaa4cf6dc872ee8c				
Les Tontons Guesseurs	Tijoh	https://www.geoguessr.com/user/5d48797a95bbda54e4d8d730	LeBrigand	https://www.geoguessr.com/user/5eea2299c40eff35508b1a14	Tony Rosso	https://www.geoguessr.com/user/5f283f629483a700016d6c69	PatatorJunior	https://www.geoguessr.com/user/5790a3ad45b646e370c28b32								
Les Cairotes sont cuites	Rukasu	https://www.geoguessr.com/user/5ebd38e5b8272a0f68bbdfad	Loutre Ethanolée	https://www.geoguessr.com/user/5edad761515b5d7350309714	Rikkubeauty	https://www.geoguessr.com/user/5f4018ae116e5c0001ef82d4	Xirius	https://www.geoguessr.com/user/5d91197cee473fc2e437aab4	May	https://www.geoguessr.com/user/5d3e23c724ec173888d4c6dd	Dongio	https://www.geoguessr.com/user/5ae9bc3cb18d086d288c6967	PetitCreeper732	https://www.geoguessr.com/user/60b3c293dd150000017792f1	Marc	https://www.geoguessr.com/user/5f54f9eb7967ba0001c57fc4
Pizza Gallo	Mada	https://www.geoguessr.com/user/600801c48b224300016f36fd	Dodop	https://www.geoguessr.com/user/6028505c65164c0001914189	starc	https://www.geoguessr.com/user/60995f8f8eb3fe0001e057c2	Anu	https://www.geoguessr.com/user/5eae84426ea510842c0ed215	Mich	https://www.geoguessr.com/user/5ef35fd819612a2940d22de2	ananananananah	https://www.geoguessr.com/user/5a5246049ff99a099ce01f93	ferra	https://www.geoguessr.com/user/63075e43661474b5622bd2d3		
Bollard Not Found	Guigz	https://www.geoguessr.com/user/5f75da5796692a0001f5d1d3	Videobus	https://www.geoguessr.com/user/5899af1e0eac722384625df3	Laerbanneme	https://www.geoguessr.com/user/5f209720bbbcc00001c1d4d3	Blackblast	https://www.geoguessr.com/user/5ea08d4deb473f3f48cb3feb								
Bah pourquoi on n'a rien vu ?	Rozario	https://www.geoguessr.com/user/5e4eb6a026bbda4f241d0b2f	Basarn	https://www.geoguessr.com/user/5ea73af16ea510548cf3bc10	Valouka	https://www.geoguessr.com/user/5ea7ff50d502e10494e1e076	Pwy	https://www.geoguessr.com/user/5e92247b3d4b6a5c98fdc8db								
GeoGays	ReAnna	https://www.geoguessr.com/user/5f9558fdadbe1600015fda48	emilyapocalypse	https://www.geoguessr.com/user/59eb49961bca6499387afc80	aksel	https://www.geoguessr.com/user/559d0806c39853910cd2a19a	Souvlaki Zeitgeist	https://www.geoguessr.com/user/5f42a16c116e5c0001efee33	malfunctionn	https://www.geoguessr.com/user/60806a19bafa9b000125bcc7	lavadude	https://www.geoguessr.com/user/5e029e9e37a93b7a740b1f62	TimSchnitzel	https://www.geoguessr.com/user/5e89f4aed51dd63d6819118c		
12 au Bac de Géo	Bestlaf	https://www.geoguessr.com/user/5f905ae2d30f770001d13246	Julos	https://www.geoguessr.com/user/5ec306bae7115241a4e74bb7	CNeyo	https://www.geoguessr.com/user/5eb80d4c8734a03eb42a225a	Galure	https://www.geoguessr.com/user/57839eb6220547a080e7f2f1	gatan	https://www.geoguessr.com/user/57683cf1813a4f9364826f9e	Soliass	https://www.geoguessr.com/user/5ef4aa07b19e6165c8463d7d	Raoul	https://www.geoguessr.com/user/5fb181d6b45c6700013710b3		
HOENN	arnwald	https://www.geoguessr.com/user/5ede829fdfbc6e0558296014	Ougyn	https://www.geoguessr.com/user/5ef545117410d364c0f36444	Hutopiie	https://www.geoguessr.com/user/586c08af2f6fc68da8a0df51	Abrezi	https://www.geoguessr.com/user/5c8278c015549035f41cb462	Albwachs	https://www.geoguessr.com/user/5eea744e62df1243a0cde4c1	Waaagh	https://www.geoguessr.com/user/665d7bf268707c976f5f7526	Genayh	https://www.geoguessr.com/user/57841ff818aa6a4a74e68c41		
Les Pieds Carrés	Mickpiet	https://www.geoguessr.com/user/5d6e352e6902e133544410af	Flopes	https://www.geoguessr.com/user/579dd6cf0f815a56547b26e2	Maxwell	https://www.geoguessr.com/user/5a12f23739372552d4fe8bb8	Kommu	https://www.geoguessr.com/user/5e89de5fcd3075598475d1d8	Blueb	https://www.geoguessr.com/user/6140b47f0a3a920001f0031e	Clemou	https://www.geoguessr.com/user/5ee7289ef200f12f30cee5ee	Zorktha	https://www.geoguessr.com/user/55834942b6a070422474803a		
ACAD4RLMY	WASf	https://www.geoguessr.com/user/5f96a51816c6a50001fa01e5	Cameera	https://www.geoguessr.com/user/60a2da66d11c7f0001ebc4d3	Zach	https://www.geoguessr.com/user/64fa2050686dd9f0566f259e	Guessther	https://www.geoguessr.com/user/584379fe9cbb976514176eb1	Chthris	https://www.geoguessr.com/user/62eedaad3077cb33c4609674	Ymot	https://www.geoguessr.com/user/5c296804097d019c9053201b	Daan	https://www.geoguessr.com/user/5f91a2db3d05310001d589c3		
harmless globetrotters	duc	https://www.geoguessr.com/user/605288a60c30bf0001664c93	emma	https://www.geoguessr.com/user/5ff4dbc56ae5070001627f1a	Guava	https://www.geoguessr.com/user/566c80246295a8f4145df167	Patxepi	https://www.geoguessr.com/user/5dadbcd5dd1dd67ea059494a	QuantumOrange	https://www.geoguessr.com/user/657490249b3855c4d0d9036b	Arska	https://www.geoguessr.com/user/6135f03cda6b050001c730fa				
Stinky Plinko Plonkos	Cheddarman	https://www.geoguessr.com/user/56142d4ae6cc626bc8c5236d	sergiotor9	https://www.geoguessr.com/user/5e0798b61b34a055381186f9	AlexYP	https://www.geoguessr.com/user/5edd3e697ee0fa5078a354cb	Linus Skoldberg	https://www.geoguessr.com/user/5922c5a852e6ca531c23f29d	DasSchnootz	https://www.geoguessr.com/user/559ebb71b6a070c064806291	sp4ghet	https://www.geoguessr.com/user/5ec26de5a789c45a9c13cf3c	angelo	https://www.geoguessr.com/user/61edaa9efa85ad00017053a9	Armani	https://www.geoguessr.com/user/59299a421bba700c703b833c
JG Corp	øttawa	https://www.geoguessr.com/user/5e976125d502e12cf8d2e61f	Clemmontferrand	https://www.geoguessr.com/user/5c9255da62aa6e8334e9bb9a	Jeune Hérisson	https://www.geoguessr.com/user/59162484d280a513acca7567	Elements	https://www.geoguessr.com/user/65699a3d8312d2834b4eed93	Math56	https://www.geoguessr.com/user/65183f23fa133d34a1c57ac1	Netsui	https://www.geoguessr.com/user/6191a8f0ef258d0001da08f3				
Soilcord Hedgehogs	Blinky	https://www.geoguessr.com/user/5b51062a4010740f7cd91dd5	Mumrik	https://www.geoguessr.com/user/5a6b87217d76146cf0b419fd	maccem	https://www.geoguessr.com/user/59b126420ee41f7e90f619f4	Havrd	https://www.geoguessr.com/user/5579f8d1b6a07042fc8bde4a	Kodiak	https://www.geoguessr.com/user/59b3c74a17631e74145ea149						
Les Déçus Des Cartes	Fedrow	https://www.geoguessr.com/user/56d802caa3b94899cc82be5b	Nakiro	https://www.geoguessr.com/user/5e87ef372ad6cf18f4aad259	far	https://www.geoguessr.com/user/5eb749148734a01ad8b53af0	Cmallo	https://www.geoguessr.com/user/5fe39fa90f95370001f85435	Taryla	https://www.geoguessr.com/user/5e6d844cd51dd64c1066b9b9	Patô Paisteau	https://www.geoguessr.com/user/56e7584f148a781b143adf14	Anniaisse	https://www.geoguessr.com/user/57922c66c2a0fb130cf0178a		
Hexagone	Hexalt	https://www.geoguessr.com/user/5da7282190bbda440c53f224	Sloubi	https://www.geoguessr.com/user/5eaa7a9d8734a0723c5c9e22	Thomas4183b	https://www.geoguessr.com/user/60194a73ccb73b00018edf77	Escogriffe	https://www.geoguessr.com/user/5b9d2ba42c0173524cd7e257	Amulius	https://www.geoguessr.com/user/5ecebeeb375e6a6a68a0f42c						
Breizh Organisé	Minisisi	https://www.geoguessr.com/user/5ed5490bbb39467ce840eb05	Gamefab	https://www.geoguessr.com/user/5e930da5d51dd654a4460259	Tornoz	https://www.geoguessr.com/user/5adc668d30e0107eb8b69536	Totoradio	https://www.geoguessr.com/user/5ef09d68b28e5e26bc802a94	Arga	https://www.geoguessr.com/user/54b68d4eab462aac88f34273	MissTk Deb	https://www.geoguessr.com/user/5df0208bdb02e13514a26878	Redfog	https://www.geoguessr.com/user/5dc754a290bbda98144344fe	Agelias	https://www.geoguessr.com/user/5b49bf779e9e56080c02392d
Don't Look Back in Angers	Antoine Penhard	https://www.geoguessr.com/user/5eaef711eb473f1450ac2be5	Yertle	https://www.geoguessr.com/user/614e12c8608f1a00013f7653	Pianoman	https://www.geoguessr.com/user/5e20be8de9473f5b64a60766	irrational	https://www.geoguessr.com/user/65ba97ce8b2ba0c747ffa3b7								
Manitoba Sand	KiribatiForLife	https://www.geoguessr.com/user/5d6269cee9473f623039ce66	panam	https://www.geoguessr.com/user/5feb9e84a2ebcc0001c9bd6a	ivo-	https://www.geoguessr.com/user/5e6b895bb3ec1786bc33ec93	Kapten	https://www.geoguessr.com/user/5a973147afad0f2a68438531	geoAndy	https://www.geoguessr.com/user/56a9c7f293a146dea4026459	Emmepemme	https://www.geoguessr.com/user/5bf9b0c343196557d45fc4b6	Wyxi	https://www.geoguessr.com/user/5f35d58197d4a9000151c417		
Southerners From The North	Popguy	https://www.geoguessr.com/user/61164928ec9b5100017b72d5	Blu	https://www.geoguessr.com/user/5f89c266c73d8c0001d53def	LyttleOne	https://www.geoguessr.com/user/5fecf99dae5ccd000199e57b	Nadia	https://www.geoguessr.com/user/5f63f8b0f8ffc20001210bc6	Spiral	https://www.geoguessr.com/user/55aca91effb93d3658e4b7e3	wolftrekker	https://www.geoguessr.com/user/59a362320ee41f7e90f3ce92				
Route 666	Aefi	https://www.geoguessr.com/user/5edf7ab543e23c112cf26115	ZeKiller	https://www.geoguessr.com/user/5ed79d2f18a89f60bc49429a	Cannac	https://www.geoguessr.com/user/5e5aaa5790d6cf62b85e24c5	pml	https://www.geoguessr.com/user/615b4d8920ea1200012de9bf	Ulork	https://www.geoguessr.com/user/5e2ded716ea510b234a670b2	Redneho	https://www.geoguessr.com/user/5e8b7cdeb3ec177270d73e3b	Godzira	https://www.geoguessr.com/user/5d4401a424ec173888d5dbe0		
Streamon	x86_Nab	https://www.geoguessr.com/user/5ffc7f1373b8b60001a90185	HotMilk4	https://www.geoguessr.com/user/5ace17db2a3e0d4da46c1bef	LBmaverick	https://www.geoguessr.com/user/5d8123011d19ab8fb465ec3b	Akillamello	https://www.geoguessr.com/user/614cd150f88fa800016c0367	Romu47f	https://www.geoguessr.com/user/5e8df8962ad6cf6fd8adcc1c	MemV22	https://www.geoguessr.com/user/57860f950f815a55b8ce219b	PodyPodo	https://www.geoguessr.com/user/5eaec29ad502e16c4080ad23		
